第五类接触,标签,艺术作品
反渗透,别称,逆渗透
反渗透,应用学科,物理化学
反渗透,标签,科学
党鞭,起源,英国
党鞭,标签,政治
物华天宝,标签,雕塑
柏拉图[古希腊哲学家],出生地,雅典
色彩三要素,标签,艺术作品
色彩三要素,标签,美术
色彩三要素,标签,文化
蛋彩画,标签,艺术家
蛋彩画,标签,艺术作品
蛋彩画,标签,美术
雅皮剧,标签,艺术作品
诗歌[文学体裁],外文名,poetry
诗歌[文学体裁],注音,Shi Ge
诗歌[文学体裁],分类,文学作品
诗歌[文学体裁],标签,艺术作品
英国广播公司,总部地点,英国伦敦
苏格拉底[古希腊著名哲学家],别名,Scarlett
苏格拉底[古希腊著名哲学家],出生地,雅典
苏格拉底[古希腊著名哲学家],出生日期,公元前469年
苏格拉底[古希腊著名哲学家],逝世日期,公元前399年
苏格拉底[古希腊著名哲学家],信仰,理性主义
苏格拉底[古希腊著名哲学家],标签,科学家
苏格拉底[古希腊著名哲学家],标签,人物
肥皂剧,标签,艺术作品
轻音乐,起源,英国
轻音乐,又名,情调音乐
轻音乐,标签,音乐作品
艾萨克·牛顿,国籍,英国
大理石,外文名,Marble
大理石,分子量,100
大理石,标签,自然
百科全书,标签,艺术作品
凯瑟琳·泽塔-琼斯,国籍,英国
新木乃伊[电影],标签,艺术作品
启蒙运动[文艺复兴后的又一次思想解放运动],指导思想,理性主义
艾伦·麦席森·图灵,国籍,英国
艾伦·麦席森·图灵,出生地,英国伦敦
艾伦·麦席森·图灵,主要成就,人工智能
艾伦·麦席森·图灵,标签,科学家
世界乒乓球锦标赛,发源地点,英国伦敦
西格蒙德·弗洛伊德,逝世地,英国伦敦
切尔西足球俱乐部,所属地区,英国伦敦
纽卡斯尔[英格兰泰恩河畔城市],所属地区,英国
苏格兰牧羊犬,分布区域,英国
奥黛丽·赫本,国籍,英国
大卫·贝克汉姆,国籍,英国
阿森纳足球俱乐部,所属地区,伦敦
弗兰克·兰帕德,别名,神灯
弗兰克·兰帕德,国籍,英国
弗兰克·兰帕德,民族,英格兰人
弗兰克·兰帕德,出生地,英国伦敦
弗兰克·兰帕德,出生日期,1978年6月20日
弗兰克·兰帕德,运动项目,足球
弗兰克·兰帕德,女友,克里斯蒂尼·布里克莉
弗兰克·兰帕德,血型,O型血
弗兰克·兰帕德,惯用脚,双脚
弗兰克·兰帕德,位置,中场
弗兰克·兰帕德,标签,运动员
弗兰克·兰帕德,标签,足球运动员
弗兰克·兰帕德,标签,体育
弗兰克·兰帕德,标签,人物
韦恩·鲁尼,国籍,英国
电影[综合的现代科技与艺术],分类,艺术作品
史蒂文·杰拉德,国籍,英国
翁美玲,国籍,英国
傅聪[钢琴家],国籍,英国
昭陵六骏[李世民陵墓六幅浮雕石刻],标签,雕塑
昭陵六骏[李世民陵墓六幅浮雕石刻],标签,地理
昭陵六骏[李世民陵墓六幅浮雕石刻],标签,地点
碳纳米管,颜色,黑色
绅士风度[西方国家礼仪规范],最崇尚国度,英国
绅士风度[西方国家礼仪规范],标签,语言
绅士风度[西方国家礼仪规范],标签,字词
周杰伦,主要作品,惊天魔盗团2
宫崎骏,血型,O型血
周润发,主要作品,安娜与国王
钟汉良,主要作品,上海王
简森·巴顿,国籍,英国
金刚萨埵,标签,艺术作品
金刚萨埵,标签,社会
金刚萨埵,标签,宗教
金刚萨埵,标签,字词
黄梅戏[中国五大戏曲剧种之一],标签,艺术作品
英国[大不列颠及北爱尔兰联合王国],首都,伦敦
新加坡,建国国父,李光耀
浮世绘[日本的风俗画],标签,艺术作品
浮世绘[日本的风俗画],标签,美术
蔡少芬,主要作品,珠光宝气
hellokitty[卡通人物],中文名,凯蒂猫
hellokitty[卡通人物],国籍,日本
hellokitty[卡通人物],出生地,英国伦敦
hellokitty[卡通人物],星座,天蝎座
绿洲乐队,国籍,英国
迈克尔·法拉第,国籍,英国
蔡志松,标签,雕塑
卡尔·马克思[马克思主义创始人],逝世地,英国伦敦
詹姆斯·克拉克·麦克斯韦,国籍,英国
贝尔·格里尔斯,国籍,英国
贝尔·格里尔斯,出生日期,1974年6月7日
贝尔·格里尔斯,职业,主持人
贝尔·格里尔斯,职业,探险
贝尔·格里尔斯,职业,军人
贝尔·格里尔斯,代表作品,荒野求生秘技
贝尔·格里尔斯,代表作品,跟着贝尔去冒险
贝尔·格里尔斯,标签,人物
门巴族,语言,门巴语
门巴族,标签,艺术作品
门巴族,标签,民族
门巴族,标签,历史
阿瑟·柯南·道尔,国籍,英国
斯诺克[英式台球],起源国家,英国
斯诺克[英式台球],标签,体育项目
斯诺克[英式台球],标签,体育
马修·麦克菲迪恩,国籍,英国
陈小春[中国香港男歌手、演员],主要作品,珠光宝气
裘德·洛,国籍,英国
裘德·洛,代表作品,人工智能
斯蒂芬·威廉·霍金,国籍,英国
詹姆斯·瓦特,国籍,英国
珀西·比希·雪莱,国籍,英国
英格兰足球超级联赛[足球联赛],国家,英国
维多利亚女王[十九世纪英国君主],出生地,伦敦
维多利亚女王[十九世纪英国君主],逝世日期,1901年1月22日
维多利亚女王[十九世纪英国君主],职业,英国国王
维多利亚女王[十九世纪英国君主],信仰,英国国教
维多利亚女王[十九世纪英国君主],配偶,阿尔伯特亲王
维多利亚女王[十九世纪英国君主],王朝,汉诺威
维多利亚女王[十九世纪英国君主],标签,历史
维多利亚女王[十九世纪英国君主],标签,人物
罗伯特·波义耳,外文名,Robert Boyle
罗伯特·波义耳,国籍,英国
罗伯特·波义耳,职业,化学家
罗伯特·波义耳,标签,科学家
罗伯特·波义耳,标签,文化
罗伯特·波义耳,标签,学科
罗伯特·波义耳,标签,出版物
罗伯特·波义耳,标签,人物
欧几里得[古希腊数学家欧几里得],出生地,雅典
欧内斯特·卢瑟福,国籍,英国
麦积山,标签,雕塑
大豆异黄酮,产地,英国
大豆异黄酮,标签,食品
大豆异黄酮,标签,非生物
大豆异黄酮,标签,药品
大豆异黄酮,标签,学科
现实主义,别名,写实主义
人形[收藏性人物模型],别称,手办
人形[收藏性人物模型],标签,雕塑
人形[收藏性人物模型],标签,网站
须弥山石窟,标签,雕塑
吉尼斯世界纪录[《吉尼斯世界纪录大全》中的世界纪录],总部,伦敦
大明塔,建立年代,辽代
大明塔,所属国家,中国
大明塔,所属城市,内蒙古赤峰市
大明塔,标签,旅游
大明塔,标签,建筑
大明塔,标签,地理
大明塔,标签,地点
唯理论,别称,理性主义
唯理论,标签,科学
相声,标签,艺术作品
希腊,首都,雅典
岭南画派,标签,艺术作品
台北,邮政区码,100
劳斯莱斯,总部地点,英国
油画[绘画方式],标签,艺术作品
巴比松画派,标签,艺术作品
水墨画[中国画],标签,艺术作品
文人画,标签,艺术作品
荷兰画派,风俗画家,维米尔
荷兰画派,静物画家,威廉·克拉斯·赫达
荷兰画派,风景画家,霍贝玛
荷兰画派,标签,艺术作品
荷兰画派,标签,美术
荷兰画派,标签,文化
黄宗泽,主要作品,珠光宝气
迪克兰·加尔布雷斯,国籍,英国
迪克兰·加尔布雷斯,民族,英格兰人
迪克兰·加尔布雷斯,星座,射手座
迪克兰·加尔布雷斯,出生日期,1991年12月19日
迪克兰·加尔布雷斯,职业,歌手
迪克兰·加尔布雷斯,代表作品,tell me why
迪克兰·加尔布雷斯,代表作品,An Angel
迪克兰·加尔布雷斯,代表作品,Danny Boy
迪克兰·加尔布雷斯,代表作品,You and Me
迪克兰·加尔布雷斯,代表作品,想象
迪克兰·加尔布雷斯,标签,人物
北条司,血型,O型血
自由女神像,标签,雕塑
米洛斯的维纳斯,中文名,米洛的维纳斯
米洛斯的维纳斯,标签,雕塑
newcastle,位置,英国
最遥远的距离[6.世界上最遥远的距离英文翻译],文学体裁,诗歌
最遥远的距离[6.世界上最遥远的距离英文翻译],作者,泰戈尔
最遥远的距离[6.世界上最遥远的距离英文翻译],标签,文化
昆曲[中国传统戏剧],标签,艺术作品
陈浩民[香港男演员],主要作品,斗战胜佛
梁家辉,主要作品,三更2之饺子
乒乓球,起源,英国
你[萧敬腾演唱歌曲],标签,艺术作品
紫砂壶,标签,艺术作品
紫砂壶,标签,文化
经幢,别名,幢幡
经幢,标签,雕塑
经幢,标签,语言
经幢,标签,文化
经幢,标签,建筑
经幢,标签,地点
鸣放礼炮,起源于,英国
鸣放礼炮,标签,军事
莎拉·布莱曼,国籍,英国
莎拉·布莱曼,前夫,安德鲁·劳埃德·韦伯
税收筹划[一种企业筹划行为],别名,合理避税
税收筹划[一种企业筹划行为],起源,英国
税收筹划[一种企业筹划行为],标签,社会
税收筹划[一种企业筹划行为],标签,文化
工业革命[资本主义工业化过渡阶段],发源地,英国
工业革命[资本主义工业化过渡阶段],标签,非科学
工业革命[资本主义工业化过渡阶段],标签,近代史
工业革命[资本主义工业化过渡阶段],标签,社会
艾米莉·勃朗特,国籍,英国
夏洛蒂·勃朗特,国籍,英国
弗朗西斯·培根[英国文艺复兴时期散文家、哲学家],出生地,伦敦
华丰[方便面生产企业],总部地点,珠海市
华丰[方便面生产企业],成立时间,1982年
华丰[方便面生产企业],标签,食品
华丰[方便面生产企业],标签,公司
牛津大学,主要院系,三一学院
牛津大学,主要院系,基督学院
牛津大学,标签,学校
死亡金属,制作人,Death
死亡金属,发行地区,美国
死亡金属,标签,音乐
死亡金属,标签,雕塑
死亡金属,标签,地理
哈密顿[爱尔兰数学家、物理学家],国籍,英国
埃里克·帕特里克·克莱普顿,国籍,英国
安德鲁·劳埃德·韦伯,国籍,英国
安德鲁·劳埃德·韦伯,出生地,英国伦敦
安德鲁·劳埃德·韦伯,搭档,费翔
安德鲁·劳埃德·韦伯,合作人,伊莲·佩姬
安德鲁·劳埃德·韦伯,标签,音乐人物
安德鲁·劳埃德·韦伯,标签,人物
拯救普赛克的厄洛斯,标签,雕塑
维果·莫特森,血型,O型血
丹尼尔·笛福,国籍,英国
丹尼尔·笛福,出生地,英国伦敦
开放式基金,国家,英国
无名氏[2011年电影],制片地区,英国
湖北美术学院,主要院系,雕塑
亚瑟王[古不列颠传奇国王],国籍,英国
hello kitty[日本卡通人物],中文名,凯蒂·怀特
hello kitty[日本卡通人物],年龄,小学三年级
hello kitty[日本卡通人物],性别,女
hello kitty[日本卡通人物],星座,天蝎座
hello kitty[日本卡通人物],国籍,英国
hello kitty[日本卡通人物],出生地,英国伦敦
hello kitty[日本卡通人物],标签,网站
日本漫画,标签,艺术家
日本漫画,标签,艺术作品
日本漫画,标签,美术
蒙古族长调民歌,标签,艺术作品
查理·卓别林,国籍,英国
查理·卓别林,出生地,英国伦敦
芙蓉姐夫,标签,艺术作品
英国皇家学会,总部地点,英国伦敦
路透系统,公司地址,伦敦
路透系统,标签,组织机构
伦敦证券交易所,总部地点,英国伦敦
伦敦证券交易所,成立时间,1773年
伦敦证券交易所,标签,非科学
伦敦证券交易所,标签,经济
伦敦证券交易所,标签,组织机构
伦敦证券交易所,标签,社会
伦敦证券交易所,标签,书籍
蛋雕艺术,来源,复活节
蛋雕艺术,标签,雕塑
蛋雕艺术,标签,科学
蛋雕艺术,标签,技术
蛋雕艺术,标签,书籍
罗孚[Rover车],创立时间,1902年
罗孚[Rover车],总部地点,英国
罗孚[Rover车],标签,文化
剑桥大学,主要院系,国王学院
航空母舰[大型水面舰艇],发明国,英国
航空母舰[大型水面舰艇],别名,海上霸主
航空母舰[大型水面舰艇],标签,武器装备
航空母舰[大型水面舰艇],标签,军事
捷豹,总部地点,英国
张铁林,国籍,英国
爱丁堡城堡,所属国家,英国
后现代艺术,标签,艺术作品
坚白论,标签,艺术作品
楚辞章句,标签,艺术作品
伯纳德·劳·蒙哥马利,国籍,英国
伯纳德·劳·蒙哥马利,出生地,伦敦
建造师,证书起源,英国
Radiohead,中文名,电台司令乐队
Radiohead,国籍,英国
Radiohead,职业,歌手
Radiohead,代表作品,No Surprises
Radiohead,代表作品,CREEP
Radiohead,代表作品,last flowers
Radiohead,标签,娱乐
林保怡,代表作品,珠光宝气
水球,起源国家,英国
爱情是什么[韩国1991年普哲导演电视剧],标签,艺术作品
玉雕,标签,艺术作品
样板戏[革命样板戏],标签,艺术作品
丹尼尔·雷德克里夫,国籍,英国
丹尼尔·雷德克里夫,星座,狮子座
丹尼尔·雷德克里夫,血型,O型
丹尼尔·雷德克里夫,出生地,伦敦
丹尼尔·雷德克里夫,出生日期,1989年7月23日
丹尼尔·雷德克里夫,职业,演员
丹尼尔·雷德克里夫,好友,艾玛·沃特森
丹尼尔·雷德克里夫,搭档,艾米丽雅·福克斯
丹尼尔·雷德克里夫,代表作品,哈利·波特
丹尼尔·雷德克里夫,主要作品,逃离比勒陀利亚
丹尼尔·雷德克里夫,主要作品,我们不会忘记
丹尼尔·雷德克里夫,主要作品,驮兽
丹尼尔·雷德克里夫,主要作品,丛林
丹尼尔·雷德克里夫,主要作品,年轻的美国人
丹尼尔·雷德克里夫,主要作品,惊天魔盗团2
丹尼尔·雷德克里夫,主要作品,统治权
丹尼尔·雷德克里夫,主要作品,瑞士军刀男
丹尼尔·雷德克里夫,主要作品,生活残骸
丹尼尔·雷德克里夫,主要作品,游戏改变者
丹尼尔·雷德克里夫,主要作品,维克多·弗兰肯斯坦
丹尼尔·雷德克里夫,主要作品,杀死汝爱
丹尼尔·雷德克里夫,主要作品,如果的事
丹尼尔·雷德克里夫,主要作品,复仇之角
丹尼尔·雷德克里夫,主要作品,黑衣女人
丹尼尔·雷德克里夫,主要作品,哈利·波特与混血王子
丹尼尔·雷德克里夫,主要作品,我的儿子杰克
丹尼尔·雷德克里夫,主要作品,哈利·波特与凤凰社
丹尼尔·雷德克里夫,主要作品,哈利·波特与火焰杯
丹尼尔·雷德克里夫,主要作品,哈利·波特与阿兹卡班的囚徒
丹尼尔·雷德克里夫,主要作品,哈利·波特与密室
丹尼尔·雷德克里夫,主要作品,巴拿马裁缝
丹尼尔·雷德克里夫,主要作品,哈利·波特与魔法石
丹尼尔·雷德克里夫,主要作品,大卫·科波菲尔
丹尼尔·雷德克里夫,主要作品,马男波杰克
丹尼尔·雷德克里夫,主要作品,一位年轻医生的笔记
丹尼尔·雷德克里夫,主要作品,临时演员
丹尼尔·雷德克里夫,标签,人物
托马斯·罗伯特·马尔萨斯,国籍,英国
保罗·狄拉克,国籍,英国
