回魂夜[香港电影],其它译名,整鬼专家
回魂夜[香港电影],出品时间,1995年
回魂夜[香港电影],导演,刘镇伟
回魂夜[香港电影],编剧,技安
回魂夜[香港电影],制片人,夏泽信
回魂夜[香港电影],色彩,彩色
回魂夜[香港电影],标签,喜剧电影
回魂夜[香港电影],标签,科幻电影
回魂夜[香港电影],标签,恐怖电影
回魂夜[香港电影],标签,电影作品
脱口秀,标签,娱乐
vj,属性,影像
vj,起源,欧美
vj,标签,社会
宾语,承受者,动作
笔仙[2012年安兵基执导，梅婷主演惊悚电影],制片地区,中国大陆
笔仙[2012年安兵基执导，梅婷主演惊悚电影],拍摄地点,中国
笔仙[2012年安兵基执导，梅婷主演惊悚电影],对白语言,普通话
笔仙[2012年安兵基执导，梅婷主演惊悚电影],色彩,彩色
笔仙[2012年安兵基执导，梅婷主演惊悚电影],标签,娱乐
劈腿[汉语词汇],分类,体操术语
劈腿[汉语词汇],新义,出轨
劈腿[汉语词汇],标签,体育项目
rush战术,标签,游戏
血族[吉尔莫·德尔·托罗执导FX电视网剧集],标签,电视剧
角色扮演游戏,简称,RPG
角色扮演游戏,标签,娱乐
外挂,别名,辅助
外挂,标签,娱乐
魑魅魍魉[汉语词语],标签,香港电影
大型多人在线角色扮演游戏,标签,娱乐
实况足球[Konami开发的游戏系列],原版名称,Pro Evolution Soccer
实况足球[Konami开发的游戏系列],游戏类型,竞技游戏
实况足球[Konami开发的游戏系列],开发商,KONAMI
实况足球[Konami开发的游戏系列],游戏画面,3D
实况足球[Konami开发的游戏系列],最新版本,实况足球2017
实况足球[Konami开发的游戏系列],主要角色,球员
实况足球[Konami开发的游戏系列],标签,角色扮演游戏
实况足球[Konami开发的游戏系列],标签,模拟游戏
实况足球[Konami开发的游戏系列],标签,动作游戏
白洞[特殊天体],发现者,暂无
赴汤蹈火[2016年大卫·马肯兹执导美国电影],编剧,Taylor Sheridan
赴汤蹈火[2016年大卫·马肯兹执导美国电影],片长,102分钟
赴汤蹈火[2016年大卫·马肯兹执导美国电影],上映时间,2016年8月12日
赴汤蹈火[2016年大卫·马肯兹执导美国电影],分级,R级
赴汤蹈火[2016年大卫·马肯兹执导美国电影],对白语言,英语
赴汤蹈火[2016年大卫·马肯兹执导美国电影],色彩,彩色
赴汤蹈火[2016年大卫·马肯兹执导美国电影],标签,娱乐
动词不定式,外文名,infinitive
动词不定式,属性,非谓语动词
动词不定式,表达的意义,动作
动词不定式,标签,语言
动词不定式,标签,文化
百家争鸣[春秋战国时期历史局面],简称,道
id[身份标识号],外文名,ID
id[身份标识号],标签,医学
bfm,类别,电路
bfm,国家,新西兰
反恐精英[射击游戏系列],地区,美国
反恐精英[射击游戏系列],玩家人数,多人
反恐精英[射击游戏系列],游戏画面,3D
小灵通,退市,2011年
小灵通,属于,无线市话
小灵通,标签,生活
小灵通,标签,手机
义经[日本2005年泷泽秀明主演大河剧],首播时间,2005年1月9日
义经[日本2005年泷泽秀明主演大河剧],标签,电视剧
义经[日本2005年泷泽秀明主演大河剧],标签,历史
杀人游戏[智力类游戏],标签,娱乐
贴吧,标签,娱乐
致命紫罗兰,外文名,Ultraviolet
致命紫罗兰,发行公司,索尼电影娱乐公司
致命紫罗兰,制片地区,美国
致命紫罗兰,导演,科特·维莫
致命紫罗兰,片长,88分钟
致命紫罗兰,上映时间,2006年3月3日
致命紫罗兰,分级,PG-13
致命紫罗兰,对白语言,英语
致命紫罗兰,色彩,彩色
致命紫罗兰,标签,科幻电影
致命紫罗兰,标签,电影作品
致命紫罗兰,标签,电影
色即是空[2002年尹济均执导韩国电影],发行公司,Showbox
色即是空[2002年尹济均执导韩国电影],片长,96分钟
